episode_id,case,slice_name,seed,policy,status
revision_table4_cross_slice_300_easy_s20_random_matched,easy,easy,20,random_verify_matched_budget,done
revision_table4_cross_slice_300_easy_s20_uncertainty_matched,easy,easy,20,uncertainty_only_matched_budget,done
revision_table4_cross_slice_300_easy_s20_harm,easy,easy,20,harm_aware_selective,done
revision_table4_cross_slice_300_easy_s21_random_matched,easy,easy,21,random_verify_matched_budget,done
revision_table4_cross_slice_300_easy_s21_uncertainty_matched,easy,easy,21,uncertainty_only_matched_budget,done
revision_table4_cross_slice_300_easy_s21_harm,easy,easy,21,harm_aware_selective,done
revision_table4_cross_slice_300_easy_s22_random_matched,easy,easy,22,random_verify_matched_budget,done
revision_table4_cross_slice_300_easy_s22_uncertainty_matched,easy,easy,22,uncertainty_only_matched_budget,done
revision_table4_cross_slice_300_easy_s22_harm,easy,easy,22,harm_aware_selective,done
revision_table4_cross_slice_300_easy_s23_random_matched,easy,easy,23,random_verify_matched_budget,done
revision_table4_cross_slice_300_easy_s23_uncertainty_matched,easy,easy,23,uncertainty_only_matched_budget,done
revision_table4_cross_slice_300_easy_s23_harm,easy,easy,23,harm_aware_selective,done
revision_table4_cross_slice_300_easy_s24_random_matched,easy,easy,24,random_verify_matched_budget,done
revision_table4_cross_slice_300_easy_s24_uncertainty_matched,easy,easy,24,uncertainty_only_matched_budget,done
revision_table4_cross_slice_300_easy_s24_harm,easy,easy,24,harm_aware_selective,done
revision_table4_cross_slice_300_easy_s25_random_matched,easy,easy,25,random_verify_matched_budget,done
revision_table4_cross_slice_300_easy_s25_uncertainty_matched,easy,easy,25,uncertainty_only_matched_budget,done
revision_table4_cross_slice_300_easy_s25_harm,easy,easy,25,harm_aware_selective,done
revision_table4_cross_slice_300_easy_s26_random_matched,easy,easy,26,random_verify_matched_budget,done
revision_table4_cross_slice_300_easy_s26_uncertainty_matched,easy,easy,26,uncertainty_only_matched_budget,done
revision_table4_cross_slice_300_easy_s26_harm,easy,easy,26,harm_aware_selective,done
revision_table4_cross_slice_300_easy_s27_random_matched,easy,easy,27,random_verify_matched_budget,done
revision_table4_cross_slice_300_easy_s27_uncertainty_matched,easy,easy,27,uncertainty_only_matched_budget,done
revision_table4_cross_slice_300_easy_s27_harm,easy,easy,27,harm_aware_selective,done
revision_table4_cross_slice_300_easy_s28_random_matched,easy,easy,28,random_verify_matched_budget,done
revision_table4_cross_slice_300_easy_s28_uncertainty_matched,easy,easy,28,uncertainty_only_matched_budget,done
revision_table4_cross_slice_300_easy_s28_harm,easy,easy,28,harm_aware_selective,done
revision_table4_cross_slice_300_easy_s29_random_matched,easy,easy,29,random_verify_matched_budget,done
revision_table4_cross_slice_300_easy_s29_uncertainty_matched,easy,easy,29,uncertainty_only_matched_budget,done
revision_table4_cross_slice_300_easy_s29_harm,easy,easy,29,harm_aware_selective,done
revision_table4_cross_slice_300_easy_s30_random_matched,easy,easy,30,random_verify_matched_budget,done
revision_table4_cross_slice_300_easy_s30_uncertainty_matched,easy,easy,30,uncertainty_only_matched_budget,done
revision_table4_cross_slice_300_easy_s30_harm,easy,easy,30,harm_aware_selective,done
revision_table4_cross_slice_300_easy_s31_random_matched,easy,easy,31,random_verify_matched_budget,done
revision_table4_cross_slice_300_easy_s31_uncertainty_matched,easy,easy,31,uncertainty_only_matched_budget,done
revision_table4_cross_slice_300_easy_s31_harm,easy,easy,31,harm_aware_selective,done
revision_table4_cross_slice_300_easy_s32_random_matched,easy,easy,32,random_verify_matched_budget,done
revision_table4_cross_slice_300_easy_s32_uncertainty_matched,easy,easy,32,uncertainty_only_matched_budget,done
revision_table4_cross_slice_300_easy_s32_harm,easy,easy,32,harm_aware_selective,done
revision_table4_cross_slice_300_easy_s33_random_matched,easy,easy,33,random_verify_matched_budget,done
revision_table4_cross_slice_300_easy_s33_uncertainty_matched,easy,easy,33,uncertainty_only_matched_budget,done
revision_table4_cross_slice_300_easy_s33_harm,easy,easy,33,harm_aware_selective,done
revision_table4_cross_slice_300_easy_s34_random_matched,easy,easy,34,random_verify_matched_budget,done
revision_table4_cross_slice_300_easy_s34_uncertainty_matched,easy,easy,34,uncertainty_only_matched_budget,done
revision_table4_cross_slice_300_easy_s34_harm,easy,easy,34,harm_aware_selective,done
revision_table4_cross_slice_300_easy_s35_random_matched,easy,easy,35,random_verify_matched_budget,done
revision_table4_cross_slice_300_easy_s35_uncertainty_matched,easy,easy,35,uncertainty_only_matched_budget,done
revision_table4_cross_slice_300_easy_s35_harm,easy,easy,35,harm_aware_selective,done
revision_table4_cross_slice_300_easy_s36_random_matched,easy,easy,36,random_verify_matched_budget,done
revision_table4_cross_slice_300_easy_s36_uncertainty_matched,easy,easy,36,uncertainty_only_matched_budget,done
revision_table4_cross_slice_300_easy_s36_harm,easy,easy,36,harm_aware_selective,done
revision_table4_cross_slice_300_easy_s37_random_matched,easy,easy,37,random_verify_matched_budget,done
revision_table4_cross_slice_300_easy_s37_uncertainty_matched,easy,easy,37,uncertainty_only_matched_budget,done
revision_table4_cross_slice_300_easy_s37_harm,easy,easy,37,harm_aware_selective,done
revision_table4_cross_slice_300_easy_s38_random_matched,easy,easy,38,random_verify_matched_budget,done
revision_table4_cross_slice_300_easy_s38_uncertainty_matched,easy,easy,38,uncertainty_only_matched_budget,done
revision_table4_cross_slice_300_easy_s38_harm,easy,easy,38,harm_aware_selective,done
